STATE,REGION,PMS,AGO,DPK,LPG,Date,Change in PMS,Change in AGO,Change in DPK,Change in LPG
Osun,South West,₦896.75,"₦1,081.88","₦1,290.00","₦1,218.57",02-May-25,-₦6.13,-₦16.25,₦0.00,₦0.00
Oyo,South West,₦897.38,"₦1,105.63","₦1,350.00","₦1,175.00",02-May-25,₦0.38,-₦2.50,₦0.00,₦0.00
,National,₦936.34,"₦1,148.10","₦1,325.45","₦1,220.10",05-May-25,-₦12.52,-₦14.99,₦0.28,-₦7.11
Abuja,North Central,₦928.33,"₦1,168.43","₦1,166.67","₦1,226.67",05-May-25,-₦7.03,-₦0.71,₦0.00,₦3.34
Benue,North Central,₦966.11,"₦1,138.75",₦0.00,"₦1,300.00",05-May-25,₦0.61,₦8.75,₦0.00,₦0.00
Kogi,North Central,₦944.38,"₦1,146.00","₦1,425.00","₦1,336.25",05-May-25,₦0.00,₦0.00,₦0.00,-₦6.25
Kwara,North Central,₦970.00,"₦1,200.00","₦1,225.00","₦1,300.00",05-May-25,₦0.00,₦0.00,₦0.00,-₦100.00
Nasarawa,North Central,₦972.50,"₦1,152.50","₦1,500.00","₦1,136.67",05-May-25,-₦6.25,-₦1.67,₦0.00,₦0.00
Niger,North Central,₦951.29,"₦1,155.00","₦1,475.00","₦1,151.67",05-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦968.89,"₦1,288.89","₦1,262.22","₦1,247.78",05-May-25,-₦2.22,₦0.00,-₦10.00,₦2.22
Adamawa,North East,₦959.44,"₦1,177.22","₦1,265.33","₦1,205.56",05-May-25,₦1.66,₦0.00,₦0.89,₦0.00
Bauchi,North East,₦949.38,"₦1,184.29","₦1,472.86","₦1,194.29",05-May-25,₦0.00,₦0.00,₦0.00,-₦2.85
Borno,North East,"₦1,033.89","₦1,201.67","₦1,475.00","₦1,400.00",05-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦950.00,"₦1,165.56","₦1,417.78","₦1,238.89",05-May-25,-₦17.22,-₦3.33,-₦11.11,₦0.00
Taraba,North East,₦974.44,"₦1,195.56","₦1,487.50","₦1,350.00",05-May-25,-₦1.12,₦0.00,₦0.00,₦12.50
Yobe,North East,"₦1,012.22","₦1,247.78","₦1,314.44","₦1,180.00",05-May-25,-₦1.11,₦0.00,-₦2.23,₦1.11
Jigawa,North West,₦951.11,"₦1,225.00","₦1,377.50","₦1,132.50",05-May-25,-₦7.78,₦0.00,₦0.00,₦0.00
Kaduna,North West,"₦1,043.33","₦1,176.67","₦1,300.00","₦1,150.00",05-May-25,-₦28.89,-₦13.33,₦0.00,₦12.50
Kano,North West,₦954.75,"₦1,176.43","₦1,225.00","₦1,300.00",05-May-25,-₦0.69,₦0.00,-₦25.00,₦0.00
Katsina,North West,₦950.63,"₦1,140.00","₦1,330.00","₦1,302.00",05-May-25,-₦3.12,-₦8.57,₦15.71,₦0.00
Kebbi,North West,₦954.75,"₦1,176.43","₦1,250.00","₦1,300.00",05-May-25,₦3.66,₦1.43,₦33.33,₦16.67
Sokoto,North West,₦976.25,"₦1,166.25","₦1,300.00","₦1,150.00",05-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,"₦1,075.63","₦1,163.75","₦1,200.00","₦1,196.25",05-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦950.63,"₦1,247.50","₦1,302.86","₦1,300.00",05-May-25,₦0.00,-₦18.75,₦0.00,₦0.00
Anambra,South East,₦951.11,"₦1,180.00","₦1,383.33","₦1,183.33",05-May-25,₦0.00,-₦5.56,₦41.66,₦8.33
Ebonyi,South East,₦959.29,"₦1,093.33","₦1,500.00","₦1,100.00",05-May-25,₦3.66,₦3.33,₦0.00,₦0.00
Enugu,South East,₦956.25,"₦1,268.75","₦1,300.00","₦1,400.00",05-May-25,₦0.00,₦6.25,₦0.00,₦0.00
Imo,South East,₦942.50,"₦1,278.75","₦1,300.00","₦1,300.00",05-May-25,-₦12.50,₦6.25,₦0.00,₦0.00
Akwa Ibom,South South,₦916.25,"₦1,135.00","₦1,241.43","₦1,121.67",05-May-25,₦9.58,₦31.67,₦41.43,₦31.67
Bayelsa,South South,₦940.63,"₦1,096.00",₦0.00,"₦1,100.00",05-May-25,₦0.00,-₦10.00,₦0.00,₦0.00
Cross River,South South,₦910.50,"₦1,260.00","₦1,220.00","₦1,300.00",05-May-25,-₦10.75,₦0.00,₦0.00,₦0.00
Delta,South South,₦955.00,"₦1,115.63","₦1,363.00","₦1,275.71",05-May-25,₦0.00,₦0.49,₦0.00,₦1.54
Edo,South South,₦935.71,"₦1,193.00","₦1,230.00","₦1,280.00",05-May-25,-₦17.15,-₦7.00,-₦15.00,-₦8.33
Rivers,South South,₦936.25,"₦1,225.00","₦1,200.00","₦1,340.00",05-May-25,-₦1.88,₦0.00,₦0.00,₦20.00
Ekiti,South West,₦897.78,"₦1,147.78","₦1,185.71","₦1,120.00",05-May-25,-₦2.85,₦0.28,-₦14.29,-₦13.33
Lagos,South West,₦892.33,"₦1,075.62","₦1,450.00","₦1,110.94",05-May-25,-₦0.51,-₦1.82,₦0.00,₦0.00
Ogun,South West,₦892.38,"₦1,073.75","₦1,265.00","₦1,128.57",05-May-25,-₦2.50,₦0.00,₦0.00,₦14.28
Ondo,South West,₦891.11,"₦1,123.33","₦1,293.11","₦1,213.89",05-May-25,-₦29.52,-₦14.42,-₦17.27,-₦34.86
Osun,South West,₦897.50,"₦1,076.88","₦1,302.00","₦1,218.57",05-May-25,₦0.75,-₦5.00,₦12.00,₦0.00
Oyo,South West,₦895.50,"₦1,101.88","₦1,350.00","₦1,193.75",05-May-25,-₦1.88,-₦3.75,₦0.00,₦18.75
,National,₦944.36,"₦1,160.03","₦1,322.23","₦1,224.62",06-May-25,₦8.02,₦11.93,-₦3.22,₦4.52
Abuja,North Central,₦927.93,"₦1,169.86","₦1,166.67","₦1,223.33",06-May-25,-₦0.40,₦1.43,₦0.00,-₦3.34
Benue,North Central,₦966.11,"₦1,138.75",₦0.00,"₦1,300.00",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦944.38,"₦1,146.00","₦1,425.00","₦1,336.25",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kwara,North Central,₦970.00,"₦1,200.00","₦1,225.00","₦1,300.00",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,₦950.00,"₦1,141.67","₦1,500.00","₦1,150.00",06-May-25,-₦22.50,-₦10.83,₦0.00,₦13.33
Niger,North Central,₦951.29,"₦1,155.00","₦1,475.00","₦1,151.67",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦968.89,"₦1,288.89","₦1,262.22","₦1,247.78",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Adamawa,North East,₦960.00,"₦1,177.22","₦1,264.44","₦1,205.56",06-May-25,₦0.56,₦0.00,-₦0.89,₦0.00
Bauchi,North East,₦949.38,"₦1,184.29","₦1,472.86","₦1,194.29",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,033.89","₦1,201.67","₦1,475.00","₦1,400.00",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦950.00,"₦1,165.56","₦1,417.78","₦1,238.89",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Taraba,North East,₦976.50,"₦1,196.00","₦1,488.89","₦1,338.89",06-May-25,₦2.06,₦0.44,₦1.39,-₦11.11
Yobe,North East,"₦1,007.78","₦1,242.22","₦1,316.67","₦1,180.00",06-May-25,-₦4.44,-₦5.56,₦2.23,₦0.00
Jigawa,North West,₦951.11,"₦1,225.00","₦1,377.50","₦1,132.50",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kaduna,North West,"₦1,075.56","₦1,190.00","₦1,300.00","₦1,137.50",06-May-25,₦32.23,₦13.33,₦0.00,-₦12.50
Kano,North West,₦954.75,"₦1,176.43","₦1,250.00","₦1,300.00",06-May-25,₦0.00,₦0.00,₦25.00,₦0.00
Katsina,North West,₦950.63,"₦1,140.00","₦1,317.14","₦1,302.00",06-May-25,₦0.00,₦0.00,-₦12.86,₦0.00
Kebbi,North West,₦954.38,"₦1,176.43","₦1,250.00","₦1,300.00",06-May-25,-₦0.37,₦0.00,₦0.00,₦0.00
Sokoto,North West,₦976.25,"₦1,166.25","₦1,300.00","₦1,150.00",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,"₦1,075.63","₦1,163.75","₦1,200.00","₦1,196.25",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦950.63,"₦1,247.50","₦1,302.86","₦1,300.00",06-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦938.75,"₦1,170.00","₦1,383.33","₦1,200.00",06-May-25,-₦12.36,-₦10.00,₦0.00,₦16.67
Ebonyi,South East,₦955.63,"₦1,090.00","₦1,500.00","₦1,100.00",06-May-25,-₦3.66,-₦3.33,₦0.00,₦0.00
Enugu,South East,₦956.25,"₦1,268.75","₦1,300.00","₦1,387.50",06-May-25,₦0.00,₦0.00,₦0.00,-₦12.50
Imo,South East,₦955.00,"₦1,278.75","₦1,300.00","₦1,300.00",06-May-25,₦12.50,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦915.00,"₦1,132.50","₦1,241.43","₦1,105.00",06-May-25,-₦1.25,-₦2.50,₦0.00,-₦16.67
Bayelsa,South South,₦940.63,"₦1,094.00",₦0.00,"₦1,100.00",06-May-25,₦0.00,-₦2.00,₦0.00,₦0.00
Cross River,South South,₦911.75,"₦1,260.00","₦1,220.00","₦1,300.00",06-May-25,₦1.25,₦0.00,₦0.00,₦0.00
Delta,South South,₦955.00,"₦1,115.13","₦1,363.00","₦1,272.86",06-May-25,₦0.00,-₦0.50,₦0.00,-₦2.85
Edo,South South,₦933.33,"₦1,195.00","₦1,220.00","₦1,278.00",06-May-25,-₦2.38,₦2.00,-₦10.00,-₦2.00
Rivers,South South,₦930.00,"₦1,225.00","₦1,200.00","₦1,340.00",06-May-25,-₦6.25,₦0.00,₦0.00,₦0.00
Ekiti,South West,₦898.33,"₦1,147.78","₦1,185.71","₦1,145.00",06-May-25,₦0.55,₦0.00,₦0.00,₦25.00
Lagos,South West,₦891.55,"₦1,074.27","₦1,450.00","₦1,110.94",06-May-25,-₦0.78,-₦1.35,₦0.00,₦0.00
Ogun,South West,₦887.75,"₦1,071.25","₦1,265.00","₦1,100.00",06-May-25,-₦4.63,-₦2.50,₦0.00,-₦28.57
Ondo,South West,₦889.38,"₦1,123.13","₦1,294.75","₦1,210.00",06-May-25,-₦1.73,-₦0.20,₦1.64,-₦3.89
Osun,South West,₦897.50,"₦1,076.88","₦1,302.00","₦1,240.00",06-May-25,₦0.00,₦0.00,₦0.00,₦21.43
Oyo,South West,₦893.38,"₦1,090.63","₦1,350.00","₦1,193.75",06-May-25,-₦2.12,-₦11.25,₦0.00,₦0.00
,National,₦943.65,"₦1,157.20","₦1,325.13","₦1,226.43",07-May-25,-₦0.71,-₦2.83,₦2.90,₦1.81
Abuja,North Central,₦926.60,"₦1,169.14","₦1,166.67","₦1,223.33",07-May-25,-₦1.33,-₦0.72,₦0.00,₦0.00
Benue,North Central,₦966.50,"₦1,138.75",₦0.00,"₦1,300.00",07-May-25,₦0.39,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦926.13,"₦1,140.38","₦1,425.00","₦1,325.00",07-May-25,-₦18.25,-₦5.62,₦0.00,-₦11.25
Kwara,North Central,₦946.67,"₦1,135.00","₦1,200.00","₦1,050.00",07-May-25,-₦23.33,-₦65.00,-₦25.00,-₦250.00
Nasarawa,North Central,₦972.50,"₦1,152.50","₦1,500.00","₦1,136.67",07-May-25,₦22.50,₦10.83,₦0.00,-₦13.33
Niger,North Central,₦951.29,"₦1,155.00","₦1,475.00","₦1,151.67",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦966.25,"₦1,287.50","₦1,260.00","₦1,245.00",07-May-25,-₦2.64,-₦1.39,-₦2.22,-₦2.78
Adamawa,North East,₦961.25,"₦1,177.50","₦1,266.25","₦1,206.25",07-May-25,₦1.25,₦0.28,₦1.81,₦0.69
Bauchi,North East,₦949.38,"₦1,184.29","₦1,472.86","₦1,194.29",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,033.89","₦1,201.67","₦1,475.00","₦1,400.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦950.00,"₦1,165.56","₦1,417.78","₦1,238.89",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Taraba,North East,₦975.00,"₦1,195.56","₦1,487.50","₦1,337.50",07-May-25,-₦1.50,-₦0.44,-₦1.39,-₦1.39
Yobe,North East,"₦1,010.00","₦1,242.22","₦1,316.67","₦1,180.00",07-May-25,₦2.22,₦0.00,₦0.00,₦0.00
Jigawa,North West,₦951.11,"₦1,225.00","₦1,377.50","₦1,132.50",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kaduna,North West,"₦1,075.56","₦1,190.00","₦1,300.00","₦1,137.50",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kano,North West,₦954.75,"₦1,176.43","₦1,250.00","₦1,300.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Katsina,North West,₦952.50,"₦1,138.57","₦1,314.29","₦1,302.00",07-May-25,₦1.87,-₦1.43,-₦2.85,₦0.00
Kebbi,North West,₦953.38,"₦1,176.43","₦1,250.00","₦1,300.00",07-May-25,-₦1.00,₦0.00,₦0.00,₦0.00
Sokoto,North West,₦976.25,"₦1,166.25","₦1,300.00","₦1,150.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,"₦1,075.63","₦1,163.75","₦1,200.00","₦1,196.25",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦950.63,"₦1,247.50","₦1,302.86","₦1,300.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦932.50,"₦1,168.75","₦1,380.00","₦1,214.00",07-May-25,-₦6.25,-₦1.25,-₦3.33,₦14.00
Ebonyi,South East,₦955.63,"₦1,093.33","₦1,500.00","₦1,100.00",07-May-25,₦0.00,₦3.33,₦0.00,₦0.00
Enugu,South East,₦955.00,"₦1,268.75","₦1,300.00","₦1,400.00",07-May-25,-₦1.25,₦0.00,₦0.00,₦12.50
Imo,South East,₦955.00,"₦1,278.75","₦1,300.00","₦1,300.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦916.67,"₦1,116.67","₦1,175.00","₦1,100.00",07-May-25,₦1.67,-₦15.83,-₦66.43,-₦5.00
Bayelsa,South South,₦939.38,"₦1,094.00",₦0.00,"₦1,100.00",07-May-25,-₦1.25,₦0.00,₦0.00,₦0.00
Cross River,South South,₦914.25,"₦1,260.00","₦1,220.00","₦1,300.00",07-May-25,₦2.50,₦0.00,₦0.00,₦0.00
Delta,South South,₦955.00,"₦1,115.13","₦1,363.00","₦1,273.57",07-May-25,₦0.00,₦0.00,₦0.00,₦0.71
Edo,South South,₦938.75,"₦1,195.00","₦1,230.00","₦1,283.33",07-May-25,₦5.42,₦0.00,₦10.00,₦5.33
Rivers,South South,₦928.75,"₦1,225.00","₦1,200.00","₦1,340.00",07-May-25,-₦1.25,₦0.00,₦0.00,₦0.00
Ekiti,South West,₦898.33,"₦1,147.78","₦1,185.71","₦1,136.67",07-May-25,₦0.00,₦0.00,₦0.00,-₦8.33
Lagos,South West,₦888.35,"₦1,063.69","₦1,450.00","₦1,125.94",07-May-25,-₦3.20,-₦10.58,₦0.00,₦15.00
Ogun,South West,₦887.75,"₦1,071.25","₦1,265.00","₦1,114.29",07-May-25,₦0.00,₦0.00,₦0.00,₦14.29
Ondo,South West,₦889.38,"₦1,123.13","₦1,294.75","₦1,210.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Osun,South West,₦897.50,"₦1,076.88","₦1,302.00","₦1,240.00",07-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Oyo,South West,₦893.75,"₦1,079.38","₦1,351.14","₦1,194.75",07-May-25,₦0.37,-₦11.25,₦1.14,₦1.00
,National,₦936.90,"₦1,144.43","₦1,326.91","₦1,222.46",08-May-25,-₦6.75,-₦12.77,₦1.78,-₦3.97
Abuja,North Central,₦926.00,"₦1,167.38","₦1,166.67","₦1,226.67",08-May-25,-₦0.60,-₦1.76,₦0.00,₦3.34
Benue,North Central,₦963.33,"₦1,138.75",₦0.00,"₦1,300.00",08-May-25,-₦3.17,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦928.63,"₦1,133.50","₦1,425.00","₦1,331.25",08-May-25,₦2.50,-₦6.88,₦0.00,₦6.25
Kwara,North Central,₦970.00,"₦1,200.00","₦1,225.00","₦1,300.00",08-May-25,₦23.33,₦65.00,₦25.00,₦250.00
Nasarawa,North Central,₦972.50,"₦1,152.50","₦1,500.00","₦1,136.67",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Niger,North Central,₦951.29,"₦1,155.00","₦1,475.00","₦1,151.67",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦968.89,"₦1,288.89","₦1,260.00","₦1,247.78",08-May-25,₦2.64,₦1.39,₦0.00,₦2.78
Adamawa,North East,₦960.00,"₦1,177.22","₦1,264.44","₦1,205.56",08-May-25,-₦1.25,-₦0.28,-₦1.81,-₦0.69
Bauchi,North East,₦949.38,"₦1,184.29","₦1,472.86","₦1,194.29",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,033.89","₦1,201.67","₦1,475.00","₦1,400.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦950.00,"₦1,165.56","₦1,417.78","₦1,238.89",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Taraba,North East,₦975.00,"₦1,195.56","₦1,487.50","₦1,337.50",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Yobe,North East,"₦1,008.89","₦1,242.22","₦1,316.67","₦1,180.00",08-May-25,-₦1.11,₦0.00,₦0.00,₦0.00
Jigawa,North West,₦951.11,"₦1,225.00","₦1,377.50","₦1,132.50",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kaduna,North West,"₦1,075.56","₦1,190.00","₦1,300.00","₦1,137.50",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kano,North West,₦954.75,"₦1,176.43","₦1,245.00","₦1,300.00",08-May-25,₦0.00,₦0.00,-₦5.00,₦0.00
Katsina,North West,₦950.63,"₦1,137.14","₦1,315.71","₦1,302.00",08-May-25,-₦1.87,-₦1.43,₦1.42,₦0.00
Kebbi,North West,₦953.38,"₦1,176.43","₦1,250.00","₦1,300.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Sokoto,North West,₦976.25,"₦1,166.25","₦1,300.00","₦1,150.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,"₦1,075.63","₦1,163.75","₦1,200.00","₦1,196.25",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦950.63,"₦1,241.25","₦1,302.86","₦1,300.00",08-May-25,₦0.00,-₦6.25,₦0.00,₦0.00
Anambra,South East,₦934.44,"₦1,141.11","₦1,400.00","₦1,225.00",08-May-25,₦1.94,-₦27.64,₦20.00,₦11.00
Ebonyi,South East,₦955.63,"₦1,093.33","₦1,500.00","₦1,100.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Enugu,South East,₦955.00,"₦1,268.75","₦1,300.00","₦1,387.50",08-May-25,₦0.00,₦0.00,₦0.00,-₦12.50
Imo,South East,₦955.00,"₦1,278.75","₦1,300.00","₦1,300.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦950.00,"₦1,150.00","₦1,200.00","₦1,200.00",08-May-25,₦33.33,₦33.33,₦25.00,₦100.00
Bayelsa,South South,₦939.38,"₦1,094.00",₦0.00,"₦1,100.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Cross River,South South,₦914.25,"₦1,260.00","₦1,220.00","₦1,300.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Delta,South South,₦951.88,"₦1,115.38","₦1,363.00","₦1,271.43",08-May-25,-₦3.12,₦0.25,₦0.00,-₦2.14
Edo,South South,₦933.13,"₦1,195.00","₦1,220.00","₦1,280.00",08-May-25,-₦5.62,₦0.00,-₦10.00,-₦3.33
Rivers,South South,₦928.13,"₦1,233.33","₦1,200.00","₦1,330.00",08-May-25,-₦0.62,₦8.33,₦0.00,-₦10.00
Ekiti,South West,₦898.33,"₦1,147.78","₦1,185.71","₦1,128.33",08-May-25,₦0.00,₦0.00,₦0.00,-₦8.34
Lagos,South West,₦887.96,"₦1,063.20","₦1,450.00","₦1,125.94",08-May-25,-₦0.39,-₦0.49,₦0.00,₦0.00
Ogun,South West,₦887.75,"₦1,066.25","₦1,265.00","₦1,114.29",08-May-25,₦0.00,-₦5.00,₦0.00,₦0.00
Ondo,South West,₦889.38,"₦1,123.13","₦1,294.75","₦1,210.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Osun,South West,₦897.50,"₦1,076.88","₦1,302.00","₦1,240.00",08-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Oyo,South West,₦888.13,"₦1,081.88","₦1,350.00","₦1,200.00",08-May-25,-₦5.62,₦2.50,-₦1.14,₦5.25
,National,₦942.37,"₦1,157.35","₦1,319.91","₦1,227.40",09-May-25,₦5.47,₦12.92,-₦7.00,₦4.94
Abuja,North Central,₦926.67,"₦1,171.29","₦1,166.67","₦1,242.00",09-May-25,₦0.67,₦3.91,₦0.00,₦15.33
Benue,North Central,₦963.33,"₦1,138.75",₦0.00,"₦1,300.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦922.50,"₦1,127.25","₦1,425.00","₦1,325.00",09-May-25,-₦6.13,-₦6.25,₦0.00,-₦6.25
Kwara,North Central,₦950.00,"₦1,200.00",₦0.00,₦0.00,09-May-25,-₦20.00,₦0.00,"-₦1,225.00","-₦1,300.00"
Nasarawa,North Central,₦971.25,"₦1,152.50","₦1,500.00","₦1,136.67",09-May-25,-₦1.25,₦0.00,₦0.00,₦0.00
Niger,North Central,₦951.29,"₦1,155.00","₦1,475.00","₦1,151.67",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦968.89,"₦1,288.89","₦1,260.00","₦1,245.56",09-May-25,₦0.00,₦0.00,₦0.00,-₦2.22
Adamawa,North East,₦960.00,"₦1,177.22","₦1,257.78","₦1,212.22",09-May-25,₦0.00,₦0.00,-₦6.66,₦6.66
Bauchi,North East,₦949.38,"₦1,184.29","₦1,472.86","₦1,194.29",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,033.89","₦1,201.67","₦1,475.00","₦1,400.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦950.00,"₦1,171.11","₦1,417.78","₦1,238.89",09-May-25,₦0.00,₦5.55,₦0.00,₦0.00
Taraba,North East,₦975.00,"₦1,195.56","₦1,487.50","₦1,337.50",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Yobe,North East,"₦1,005.56","₦1,238.89","₦1,317.78","₦1,180.00",09-May-25,-₦3.33,-₦3.33,₦1.11,₦0.00
Jigawa,North West,₦951.11,"₦1,225.00","₦1,377.50","₦1,132.50",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kaduna,North West,"₦1,075.56","₦1,190.00","₦1,300.00","₦1,137.50",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kano,North West,₦954.75,"₦1,176.43","₦1,250.00","₦1,300.00",09-May-25,₦0.00,₦0.00,₦5.00,₦0.00
Katsina,North West,₦950.63,"₦1,140.00","₦1,314.29","₦1,302.00",09-May-25,₦0.00,₦2.86,-₦1.42,₦0.00
Kebbi,North West,₦934.50,"₦1,176.43","₦1,200.00","₦1,300.00",09-May-25,-₦18.88,₦0.00,-₦50.00,₦0.00
Sokoto,North West,₦976.25,"₦1,166.25","₦1,300.00","₦1,150.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,"₦1,075.63","₦1,163.75","₦1,200.00","₦1,195.00",09-May-25,₦0.00,₦0.00,₦0.00,-₦1.25
Abia,South East,₦950.63,"₦1,241.25","₦1,304.00","₦1,300.00",09-May-25,₦0.00,₦0.00,₦1.14,₦0.00
Anambra,South East,₦926.67,"₦1,165.56","₦1,316.67","₦1,183.33",09-May-25,-₦7.77,₦24.45,-₦83.33,-₦41.67
Ebonyi,South East,₦955.63,"₦1,093.33","₦1,500.00","₦1,100.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Enugu,South East,₦955.00,"₦1,268.75","₦1,300.00","₦1,400.00",09-May-25,₦0.00,₦0.00,₦0.00,₦12.50
Imo,South East,₦955.25,"₦1,278.75","₦1,300.00","₦1,300.00",09-May-25,₦0.25,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦916.67,"₦1,143.33","₦1,175.00","₦1,125.00",09-May-25,-₦33.33,-₦6.67,-₦25.00,-₦75.00
Bayelsa,South South,₦939.38,"₦1,094.00",₦0.00,"₦1,100.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Cross River,South South,₦914.25,"₦1,260.00","₦1,216.00","₦1,300.00",09-May-25,₦0.00,₦0.00,-₦4.00,₦0.00
Delta,South South,₦954.38,"₦1,114.88","₦1,363.00","₦1,271.43",09-May-25,₦2.50,-₦0.50,₦0.00,₦0.00
Edo,South South,₦936.88,"₦1,192.14","₦1,204.00","₦1,288.00",09-May-25,₦3.75,-₦2.86,-₦16.00,₦8.00
Rivers,South South,₦928.75,"₦1,225.00","₦1,200.00","₦1,340.00",09-May-25,₦0.62,-₦8.33,₦0.00,₦10.00
Ekiti,South West,₦898.33,"₦1,147.78","₦1,185.71","₦1,133.33",09-May-25,₦0.00,₦0.00,₦0.00,₦5.00
Lagos,South West,₦887.47,"₦1,063.20","₦1,450.00","₦1,125.94",09-May-25,-₦0.49,₦0.00,₦0.00,₦0.00
Ogun,South West,₦887.82,"₦1,068.89","₦1,243.33","₦1,114.29",09-May-25,₦0.07,₦2.64,-₦21.67,₦0.00
Ondo,South West,₦889.38,"₦1,123.13","₦1,294.75","₦1,210.00",09-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Osun,South West,₦896.25,"₦1,076.88","₦1,302.00","₦1,240.00",09-May-25,-₦1.25,₦0.00,₦0.00,₦0.00
Oyo,South West,₦893.25,"₦1,079.38","₦1,350.00","₦1,193.75",09-May-25,₦5.12,-₦2.50,₦0.00,-₦6.25
,National,₦940.10,"₦1,153.90","₦1,317.46","₦1,224.76",10-May-25,-₦2.27,-₦3.45,-₦2.45,-₦2.64
Abuja,North Central,₦925.00,"₦1,165.43","₦1,166.67","₦1,223.33",10-May-25,-₦1.67,-₦5.86,₦0.00,-₦18.67
Benue,North Central,₦963.33,"₦1,138.75",₦0.00,"₦1,300.00",10-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦924.38,"₦1,126.63","₦1,425.00","₦1,318.75",10-May-25,₦1.88,-₦0.62,₦0.00,-₦6.25
Kwara,North Central,₦970.00,"₦1,200.00","₦1,225.00","₦1,300.00",10-May-25,₦20.00,₦0.00,"₦1,225.00","₦1,300.00"
